mashup_id,API_id,rating
26,62,1
27,0,1
27,9,1
27,10,1
28,117,1
28,118,1
29,119,1
29,8,1
30,0,1
30,77,1
31,120,1
31,105,1
32,0,1
32,27,1
33,22,1
33,121,1
34,122,1
34,123,1
34,37,1
34,77,1
34,124,1
35,122,1
35,25,1
35,47,1
35,125,1
35,126,1
36,127,1
36,128,1
36,129,1
36,130,1
36,131,1
36,132,1
37,0,1
37,105,1
37,77,1
37,133,1
38,0,1
38,77,1
39,134,1
39,8,1
39,135,1
39,17,1
39,136,1
39,25,1
39,6,1
39,137,1
39,76,1
39,138,1
39,139,1
39,124,1
39,140,1
39,141,1
40,28,1
40,77,1
40,142,1
40,143,1
40,144,1
40,145,1
40,146,1
40,147,1
40,148,1
40,149,1
41,28,1
41,31,1
42,150,1
42,8,1
43,151,1
43,152,1
43,153,1
44,154,1
44,155,1
44,156,1
45,0,1
45,157,1
45,158,1
45,159,1
45,160,1
45,161,1
46,162,1
46,163,1
47,164,1
47,165,1
47,166,1
48,4,1
48,62,1
48,167,1
49,0,1
49,17,1
50,28,1
50,52,1
50,55,1
50,8,1
50,17,1
50,15,1
50,168,1
50,157,1
50,136,1
50,169,1
50,78,1
50,158,1
50,170,1
50,171,1
50,172,1
50,128,1
50,173,1
50,174,1
50,175,1
50,176,1
50,97,1
51,177,1
51,178,1
52,28,1
52,31,1
52,19,1
52,17,1
52,62,1
52,77,1
52,179,1
52,106,1
52,87,1
53,180,1
53,105,1
53,77,1
53,106,1
53,181,1
54,180,1
54,124,1
55,28,1
55,77,1
56,182,1
56,183,1
56,184,1
56,185,1
57,28,1
57,51,1
57,53,1
57,17,1
57,62,1
57,186,1
57,187,1
58,180,1
58,8,1
59,0,1
59,17,1
59,136,1
59,25,1
60,188,1
60,189,1
60,190,1
60,191,1
61,28,1
61,192,1
61,54,1
61,17,1
61,60,1
61,64,1
61,36,1
61,193,1
61,73,1
61,105,1
61,194,1
61,195,1
61,78,1
61,196,1
61,172,1
61,197,1
61,198,1
61,199,1
61,200,1
61,201,1
61,202,1
61,203,1
61,204,1
61,205,1
61,86,1
61,87,1
61,90,1
61,206,1
61,95,1
62,4,1
62,105,1
62,77,1
62,207,1
62,208,1
62,209,1
62,210,1
62,211,1
63,134,1
63,30,1
63,53,1
63,19,1
63,112,1
63,3,1
63,212,1
63,213,1
63,214,1
63,215,1
63,216,1
63,217,1
63,218,1
63,219,1
63,220,1
63,221,1
63,222,1
63,223,1
63,224,1
63,225,1
63,226,1
64,227,1
64,228,1
65,150,1
65,9,1
65,156,1
66,0,1
66,15,1
67,229,1
67,8,1
67,63,1
67,16,1
67,170,1
67,230,1
67,231,1
67,232,1
67,233,1
68,154,1
68,77,1
69,0,1
69,77,1
69,234,1
70,0,1
70,136,1
71,0,1
71,25,1
71,139,1
72,28,1
72,235,1
72,236,1
72,237,1
72,238,1
72,102,1
72,239,1
72,240,1
72,241,1
73,0,1
73,242,1
74,0,1
74,62,1
74,243,1
75,4,1
75,244,1
75,172,1
75,207,1
75,245,1
75,246,1
75,97,1
76,18,1
76,19,1
77,28,1
77,247,1
77,8,1
77,248,1
77,64,1
77,37,1
77,25,1
77,72,1
77,74,1
77,249,1
77,250,1
77,251,1
77,78,1
78,252,1
78,253,1
79,254,1
79,255,1
80,28,1
80,31,1
80,17,1
80,62,1
80,77,1
80,256,1
80,172,1
80,228,1
80,257,1
80,258,1
80,144,1
80,259,1
80,260,1
80,261,1
80,262,1
80,263,1
80,264,1
81,28,1
81,56,1
81,8,1
81,15,1
81,136,1
81,74,1
81,158,1
81,175,1
81,97,1
81,129,1
82,0,1
82,112,1
83,0,1
83,10,1
83,15,1
84,28,1
84,51,1
84,53,1
84,19,1
84,56,1
84,265,1
84,266,1
84,17,1
84,267,1
84,5,1
85,0,1
85,268,1
85,105,1
85,269,1
85,153,1
85,202,1
85,245,1
86,150,1
86,8,1
87,0,1
87,12,1
87,270,1
87,158,1
88,0,1
88,11,1
89,28,1
89,8,1
89,10,1
89,11,1
89,113,1
89,157,1
89,16,1
89,271,1
90,119,1
90,272,1
91,28,1
91,55,1
91,8,1
91,273,1
91,62,1
91,33,1
91,157,1
91,16,1
91,105,1
91,77,1
91,274,1
91,97,1
91,275,1
91,101,1
91,276,1
92,150,1
92,8,1
92,25,1
93,0,1
93,15,1
94,227,1
94,277,1
95,28,1
95,192,1
95,31,1
95,19,1
95,17,1
95,62,1
95,183,1
95,38,1
95,77,1
95,170,1
95,172,1
95,106,1
95,228,1
95,278,1
95,279,1
95,280,1
95,281,1
95,282,1
95,283,1
95,284,1
95,143,1
95,285,1
95,144,1
95,286,1
95,287,1
95,146,1
95,262,1
95,288,1
95,289,1
95,290,1
95,291,1
95,292,1
95,293,1
95,294,1
95,295,1
95,296,1
95,297,1
96,28,1
96,5,1
96,77,1
97,180,1
97,8,1
97,77,1
97,298,1
98,28,1
98,146,1
98,299,1
99,7,1
99,136,1
99,300,1
99,301,1
99,302,1
99,303,1
99,304,1
100,305,1
100,306,1
100,307,1
100,308,1
100,309,1
100,310,1
100,311,1
101,0,1
101,136,1
102,151,1
102,312,1
102,313,1
103,314,1
103,105,1
103,77,1
103,106,1
103,111,1
103,315,1
104,316,1
104,105,1
104,152,1
104,153,1
104,245,1
105,227,1
105,77,1
105,106,1
105,133,1
106,0,1
106,77,1
107,0,1
107,144,1
108,0,1
108,317,1
109,127,1
109,77,1
109,146,1
110,318,1
110,319,1
111,28,1
111,53,1
111,31,1
111,8,1
111,17,1
111,77,1
112,305,1
112,97,1
113,28,1
113,53,1
113,62,1
113,97,1
114,0,1
114,33,1
114,157,1
114,25,1
114,20,1
114,105,1
114,77,1
114,158,1
114,124,1
114,140,1
114,47,1
114,128,1
114,173,1
114,320,1
114,27,1
114,176,1
114,321,1
114,322,1
114,323,1
114,324,1
114,159,1
115,28,1
115,31,1
115,105,1
115,77,1
115,80,1
115,106,1
115,86,1
116,229,1
116,62,1
116,105,1
116,77,1
116,325,1
116,326,1
116,327,1
116,104,1
116,144,1
116,328,1
116,329,1
116,330,1
116,331,1
116,332,1
116,333,1
116,334,1
117,335,1
117,128,1
118,0,1
118,336,1
119,316,1
119,337,1
120,338,1
120,286,1
121,339,1
121,98,1
122,340,1
122,341,1
122,242,1
122,342,1
122,287,1
123,46,1
123,59,1
123,123,1
123,5,1
123,64,1
123,69,1
123,74,1
123,75,1
123,42,1
123,343,1
123,344,1
123,345,1
124,28,1
124,52,1
124,53,1
124,55,1
124,57,1
124,17,1
124,62,1
124,187,1
124,77,1
124,346,1
124,347,1
124,246,1
124,97,1
124,243,1
124,348,1
125,28,1
125,8,1
125,17,1
125,77,1
126,0,1
126,349,1
127,134,1
127,30,1
127,112,1
127,21,1
128,18,1
128,17,1
128,62,1
129,18,1
129,19,1
130,0,1
130,170,1
130,350,1
131,18,1
131,19,1
131,351,1
132,134,1
132,212,1
132,352,1
132,353,1
132,354,1
132,355,1
132,356,1
132,357,1
132,358,1
132,359,1
133,4,1
133,62,1
133,360,1
134,361,1
134,27,1
135,362,1
135,238,1
135,363,1
135,364,1
136,28,1
136,123,1
136,77,1
137,0,1
137,17,1
137,136,1
137,171,1
137,365,1
137,329,1
138,0,1
138,17,1
138,77,1
138,207,1
138,97,1
138,143,1
138,160,1
138,366,1
138,367,1
139,7,1
139,8,1
139,368,1
139,136,1
140,369,1
140,370,1
141,371,1
141,31,1
141,17,1
141,62,1
141,372,1
141,77,1
141,80,1
141,106,1
141,373,1
141,228,1
141,86,1
142,28,1
142,8,1
142,17,1
142,105,1
142,77,1
142,80,1
142,200,1
142,106,1
142,202,1
142,245,1
142,87,1
142,374,1
142,375,1
142,144,1
142,376,1
143,28,1
143,49,1
143,377,1
143,105,1
143,378,1
143,77,1
143,85,1
143,86,1
143,379,1
143,380,1
143,381,1
143,374,1
143,258,1
143,382,1
143,383,1
143,104,1
143,384,1
143,332,1
143,385,1
143,386,1
144,0,1
144,387,1
145,18,1
145,75,1
145,104,1
146,4,1
146,62,1
146,187,1
146,244,1
146,207,1
146,243,1
146,348,1
146,360,1
147,388,1
147,8,1
147,77,1
147,47,1
147,379,1
148,389,1
148,390,1
148,391,1
148,392,1
148,393,1
149,28,1
149,8,1
149,17,1
149,394,1
149,158,1
150,28,1
150,52,1
150,53,1
150,31,1
151,150,1
151,38,1
152,0,1
152,170,1
153,28,1
153,56,1
153,17,1
153,77,1
154,0,1
154,14,1
154,63,1
154,33,1
154,157,1
154,165,1
154,158,1
154,170,1
154,173,1
154,326,1
154,126,1
154,321,1
154,144,1
154,395,1
154,396,1
154,329,1
154,324,1
154,397,1
154,398,1
154,330,1
154,399,1
155,18,1
155,19,1
155,17,1
155,345,1
156,151,1
156,400,1
157,4,1
157,5,1
157,187,1
157,105,1
157,77,1
157,337,1
157,401,1
157,402,1
157,363,1
157,403,1
158,316,1
158,110,1
158,242,1
159,28,1
159,78,1
160,114,1
160,365,1
161,0,1
161,135,1
161,336,1
162,28,1
162,404,1
162,50,1
162,51,1
162,31,1
162,19,1
162,247,1
162,56,1
162,8,1
162,57,1
162,17,1
162,405,1
162,156,1
162,37,1
162,136,1
163,227,1
163,406,1
163,407,1
164,18,1
164,408,1
165,18,1
165,57,1
165,69,1
166,229,1
166,8,1
166,25,1
166,129,1
167,4,1
167,25,1
167,124,1
168,409,1
168,410,1
168,411,1
169,227,1
169,282,1
170,0,1
170,157,1
170,412,1
171,164,1
171,411,1
171,220,1
171,413,1
171,414,1
172,415,1
172,75,1
172,128,1
172,416,1
173,18,1
173,56,1
173,17,1
173,62,1
174,7,1
174,17,1
174,105,1
174,365,1
174,104,1
175,22,1
175,23,1
175,125,1
176,0,1
176,105,1
177,417,1
177,375,1
177,418,1
177,419,1
177,420,1
177,421,1
177,422,1
177,423,1
177,424,1
177,425,1
177,426,1
178,18,1
178,8,1
178,207,1
179,0,1
179,372,1
180,427,1
180,428,1
180,91,1
180,429,1
180,430,1
180,431,1
180,432,1
180,433,1
181,4,1
181,62,1
181,75,1
181,403,1
181,434,1
182,435,1
182,56,1
182,57,1
182,436,1
182,437,1
183,120,1
183,438,1
184,150,1
184,8,1
184,405,1
185,0,1
185,111,1
186,4,1
186,62,1
186,105,1
186,439,1
187,440,1
187,441,1
188,0,1
188,442,1
189,443,1
189,444,1
190,28,1
190,17,1
190,248,1
191,227,1
191,110,1
191,77,1
191,445,1
191,258,1
191,209,1
191,144,1
191,259,1
191,396,1
192,446,1
192,47,1
193,151,1
193,447,1
193,330,1
194,28,1
194,17,1
194,60,1
194,36,1
194,73,1
194,105,1
194,448,1
194,78,1
194,256,1
194,342,1
194,197,1
195,28,1
195,51,1
195,31,1
195,8,1
195,17,1
195,62,1
195,77,1
195,80,1
195,179,1
195,106,1
195,245,1
195,228,1
195,87,1
196,28,1
196,8,1
196,17,1
196,12,1
196,15,1
196,157,1
196,136,1
197,28,1
197,31,1
197,8,1
197,266,1
197,14,1
198,449,1
198,171,1
198,141,1
198,450,1
199,227,1
199,365,1
199,451,1
199,136,1
199,16,1
200,122,1
200,8,1
200,452,1
201,0,1
201,6,1
201,26,1
202,0,1
202,77,1
203,120,1
203,38,1
203,277,1
203,342,1
203,453,1
203,454,1
203,321,1
203,144,1
203,315,1
203,287,1
203,455,1
203,456,1
204,28,1
204,247,1
204,8,1
204,11,1
204,12,1
204,15,1
204,63,1
205,227,1
205,77,1
206,122,1
206,8,1
207,18,1
207,266,1
207,17,1
207,105,1
207,457,1
207,458,1
208,0,1
208,77,1
208,459,1
209,427,1
209,106,1
209,91,1
209,429,1
209,430,1
210,28,1
210,53,1
210,17,1
210,460,1
210,105,1
210,91,1
211,0,1
211,157,1
212,154,1
212,156,1
212,109,1
213,28,1
213,53,1
213,19,1
213,56,1
213,8,1
213,17,1
213,62,1
213,74,1
213,105,1
213,124,1
213,170,1
213,47,1
213,86,1
213,97,1
213,213,1
213,104,1
213,461,1
213,462,1
213,463,1
214,18,1
214,8,1
215,0,1
215,139,1
216,18,1
216,19,1
216,17,1
216,345,1
217,227,1
217,144,1
217,396,1
217,464,1
218,18,1
218,8,1
218,15,1
219,18,1
219,19,1
219,17,1
219,408,1
219,465,1
219,351,1
219,450,1
219,466,1
219,92,1
219,467,1
219,468,1
220,0,1
220,77,1
221,0,1
221,469,1
221,470,1
222,119,1
222,187,1
222,402,1
222,360,1
223,120,1
223,165,1
224,28,1
224,55,1
224,8,1
225,150,1
225,37,1
226,227,1
226,366,1
226,471,1
227,0,1
227,105,1
227,170,1
227,27,1
228,318,1
228,33,1
228,472,1
228,473,1
228,474,1
229,28,1
229,8,1
229,17,1
229,77,1
230,4,1
230,123,1
230,475,1
230,126,1
231,22,1
231,282,1
231,476,1
231,477,1
232,28,1
232,244,1
233,151,1
233,213,1
234,7,1
234,105,1
234,428,1
234,77,1
234,478,1
235,229,1
235,8,1
235,77,1
235,158,1
235,170,1
235,346,1
235,27,1
235,144,1
235,396,1
236,151,1
236,128,1
237,338,1
237,286,1
238,0,1
238,15,1
238,479,1
238,480,1
238,370,1
238,47,1
238,107,1
238,481,1
238,482,1
239,0,1
239,144,1
240,483,1
240,484,1
241,485,1
241,126,1
242,0,1
242,244,1
243,0,1
243,140,1
244,486,1
244,487,1
245,18,1
245,2,1
245,378,1
246,18,1
246,247,1
246,56,1
246,8,1
246,57,1
246,109,1
246,136,1
246,25,1
246,488,1
246,350,1
246,450,1
246,173,1
246,126,1
247,0,1
247,17,1
248,28,1
248,51,1
248,52,1
248,31,1
248,8,1
248,17,1
248,59,1
248,273,1
248,62,1
248,37,1
248,105,1
248,489,1
248,77,1
248,345,1
248,370,1
248,78,1
248,79,1
248,80,1
248,158,1
248,170,1
248,269,1
248,207,1
248,106,1
248,457,1
248,245,1
248,490,1
248,174,1
248,23,1
248,205,1
248,86,1
248,163,1
248,379,1
248,491,1
248,246,1
248,492,1
248,238,1
249,4,1
249,434,1
250,493,1
250,282,1
251,28,1
251,8,1
251,16,1
251,139,1
252,127,1
252,473,1
253,18,1
253,19,1
254,494,1
254,495,1
255,496,1
255,497,1
255,183,1
255,498,1
255,38,1
255,499,1
255,342,1
255,453,1
255,500,1
256,18,1
256,501,1
256,502,1
256,503,1
256,504,1
256,505,1
257,0,1
257,17,1
257,20,1
257,413,1
257,506,1
257,507,1
258,18,1
258,437,1
259,4,1
259,105,1
259,77,1
260,508,1
260,509,1
261,46,1
261,69,1
261,104,1
261,447,1
261,510,1
262,4,1
262,62,1
263,151,1
263,511,1
264,18,1
264,512,1
264,6,1
265,18,1
265,101,1
265,513,1
265,514,1
265,367,1
266,227,1
266,75,1
266,77,1
266,515,1
266,504,1
267,338,1
267,516,1
268,0,1
268,128,1
268,320,1
268,365,1
268,366,1
268,367,1
269,0,1
269,77,1
269,144,1
270,122,1
270,480,1
270,517,1
270,370,1
270,128,1
270,518,1
270,519,1
271,0,1
271,158,1
271,125,1
271,320,1
271,126,1
272,4,1
272,105,1
272,77,1
272,257,1
272,520,1
272,304,1
273,28,1
273,8,1
273,17,1
273,521,1
274,28,1
274,8,1
274,17,1
274,522,1
274,77,1
275,4,1
275,36,1
275,341,1
275,78,1
275,342,1
275,197,1
275,523,1
275,524,1
275,525,1
275,526,1
275,527,1
275,528,1
275,287,1
275,529,1
276,314,1
276,242,1
276,342,1
277,427,1
277,8,1
278,530,1
278,126,1
278,416,1
279,0,1
279,157,1
280,338,1
280,514,1
281,0,1
281,77,1
281,322,1
281,329,1
281,160,1
281,531,1
282,0,1
282,2,1
282,37,1
282,25,1
282,532,1
282,26,1
282,315,1
282,160,1
282,366,1
282,367,1
282,533,1
283,151,1
283,534,1
284,0,1
284,105,1
284,535,1
285,122,1
285,8,1
286,28,1
286,404,1
286,51,1
286,53,1
286,192,1
286,536,1
286,31,1
286,247,1
286,9,1
286,537,1
286,17,1
286,15,1
286,1,1
286,538,1
286,539,1
287,0,1
287,15,1
287,105,1
288,28,1
288,53,1
288,19,1
288,8,1
288,17,1
288,62,1
288,408,1
288,105,1
288,42,1
288,80,1
288,170,1
288,140,1
288,172,1
288,106,1
288,163,1
288,279,1
288,379,1
288,96,1
288,208,1
288,237,1
288,257,1
288,103,1
288,104,1
288,348,1
288,144,1
288,540,1
288,541,1
288,329,1
288,434,1
288,146,1
289,415,1
289,542,1
289,286,1
289,543,1
289,544,1
290,0,1
290,6,1
291,18,1
291,17,1
291,105,1
292,7,1
292,8,1
292,136,1
292,78,1
292,27,1
292,126,1
292,102,1
292,365,1
292,322,1
292,545,1
292,324,1
292,546,1
292,160,1
293,427,1
293,56,1
293,91,1
294,4,1
294,547,1
295,4,1
295,365,1
295,514,1
295,548,1
295,549,1
295,211,1
295,550,1
295,551,1
296,552,1
296,77,1
296,228,1
296,374,1
297,415,1
297,75,1
298,48,1
298,53,1
298,19,1
298,112,1
298,497,1
298,3,1
298,6,1
298,212,1
299,150,1
299,17,1
299,97,1
300,0,1
300,63,1
300,16,1
301,0,1
301,10,1
302,443,1
302,444,1
302,553,1
303,0,1
303,15,1
304,28,1
304,52,1
304,56,1
304,8,1
304,57,1
304,17,1
304,113,1
304,157,1
304,105,1
304,170,1
304,140,1
304,554,1
304,97,1
305,4,1
305,555,1
306,0,1
306,160,1
306,556,1
307,120,1
307,106,1
308,557,1
308,9,1
308,558,1
308,559,1
308,521,1
308,560,1
309,28,1
309,561,1
310,18,1
310,17,1
310,62,1
310,23,1
311,0,1
311,77,1
311,144,1
312,28,1
312,8,1
312,9,1
312,17,1
312,562,1
312,25,1
312,563,1
313,28,1
313,17,1
313,105,1
313,77,1
313,170,1
313,245,1
313,564,1
313,144,1
313,298,1
313,395,1
314,318,1
314,14,1
314,157,1
315,565,1
315,566,1
315,567,1
316,122,1
316,57,1
317,28,1
317,8,1
317,17,1
317,15,1
317,16,1
317,158,1
317,47,1
317,97,1
318,494,1
318,568,1
319,0,1
319,497,1
319,165,1
320,318,1
320,569,1
320,570,1
321,150,1
321,56,1
321,57,1
321,17,1
321,123,1
321,5,1
321,69,1
321,571,1
321,75,1
322,493,1
322,24,1
323,316,1
323,572,1
324,0,1
324,105,1
324,77,1
324,206,1
324,176,1
324,573,1
324,144,1
324,396,1
325,0,1
325,144,1
325,396,1
326,574,1
326,575,1
327,151,1
327,256,1
327,106,1
327,445,1
327,576,1
327,577,1
327,578,1
327,258,1
327,382,1
327,259,1
327,579,1
327,261,1
327,580,1
327,581,1
327,290,1
327,264,1
327,582,1
327,439,1
327,583,1
327,584,1
327,585,1
327,586,1
327,587,1
328,227,1
328,588,1
329,0,1
329,105,1
330,18,1
330,504,1
331,227,1
331,126,1
331,366,1
332,427,1
332,8,1
333,18,1
333,247,1
333,8,1
333,136,1
333,453,1
333,468,1
333,365,1
334,18,1
334,19,1
334,265,1
334,37,1
334,6,1
334,345,1
334,171,1
334,450,1
334,466,1
335,4,1
335,62,1
336,28,1
336,55,1
336,8,1
336,9,1
336,17,1
336,63,1
336,158,1
336,170,1
337,151,1
337,235,1
338,28,1
338,53,1
338,55,1
338,8,1
338,368,1
338,128,1
338,346,1
339,486,1
339,163,1
340,449,1
340,589,1
341,18,1
341,10,1
341,62,1
341,5,1
342,4,1
342,337,1
343,590,1
343,280,1
343,591,1
343,592,1
343,593,1
343,594,1
343,595,1
343,596,1
343,597,1
343,598,1
343,599,1
343,600,1
343,601,1
344,602,1
344,603,1
344,604,1
344,605,1
345,371,1
345,8,1
346,28,1
346,8,1
346,17,1
347,227,1
347,606,1
348,0,1
348,535,1
349,318,1
349,14,1
349,63,1
350,607,1
350,608,1
351,48,1
351,8,1
351,112,1
351,3,1
352,227,1
352,77,1
352,106,1
353,435,1
353,17,1
353,5,1
354,28,1
354,17,1
354,207,1
355,28,1
355,53,1
355,17,1
355,267,1
355,62,1
355,5,1
355,25,1
355,187,1
356,18,1
356,17,1
356,25,1
356,208,1
356,237,1
357,609,1
357,105,1
357,170,1
358,0,1
358,610,1
359,18,1
359,17,1
359,208,1
359,611,1
359,210,1
359,211,1
360,0,1
360,25,1
360,105,1
361,4,1
361,62,1
362,0,1
362,25,1
362,271,1
363,18,1
363,408,1
363,372,1
363,167,1
363,612,1
364,0,1
364,27,1
364,447,1
365,28,1
365,53,1
365,19,1
365,8,1
365,17,1
365,37,1
365,74,1
365,105,1
365,124,1
365,26,1
365,97,1
366,229,1
366,473,1
367,4,1
367,337,1
367,104,1
368,229,1
368,19,1
368,17,1
368,61,1
368,613,1
368,75,1
368,489,1
368,139,1
369,0,1
369,77,1
369,174,1
370,28,1
370,51,1
370,17,1
370,15,1
370,77,1
370,80,1
370,240,1
371,0,1
371,614,1
372,28,1
372,51,1
372,8,1
372,15,1
373,615,1
373,616,1
374,28,1
374,97,1
375,4,1
375,105,1
375,77,1
375,228,1
375,208,1
375,209,1
375,144,1
375,396,1
375,617,1
375,146,1
375,263,1
376,229,1
376,8,1
376,170,1
376,566,1
376,618,1
376,619,1
377,338,1
377,513,1
378,151,1
378,320,1
378,126,1
379,0,1
379,620,1
380,154,1
380,109,1
381,4,1
381,105,1
381,6,1
381,77,1
382,0,1
382,17,1
382,105,1
383,114,1
383,208,1
384,28,1
384,51,1
384,57,1
384,58,1
384,17,1
384,59,1
384,621,1
384,5,1
384,109,1
384,25,1
384,42,1
384,78,1
384,82,1
384,622,1
384,172,1
384,623,1
384,84,1
385,122,1
385,45,1
386,28,1
386,8,1
386,17,1
387,0,1
387,105,1
387,26,1
387,160,1
387,366,1
388,150,1
388,57,1
388,183,1
388,38,1
388,624,1
388,242,1
388,77,1
388,277,1
388,342,1
389,340,1
389,105,1
390,227,1
390,77,1
390,106,1
390,379,1
390,97,1
391,0,1
391,25,1
391,105,1
391,170,1
391,47,1
391,102,1
392,0,1
392,77,1
393,4,1
393,405,1
394,151,1
394,625,1
394,626,1
395,154,1
395,33,1
395,473,1
396,0,1
396,9,1
396,15,1
396,372,1
397,227,1
397,77,1
397,282,1
397,286,1
398,0,1
398,135,1
398,25,1
398,128,1
398,26,1
398,104,1
398,545,1
399,4,1
399,77,1
400,122,1
400,57,1
400,136,1
400,538,1
400,501,1
400,249,1
400,124,1
400,350,1
400,245,1
400,627,1
401,0,1
401,447,1
401,298,1
402,120,1
402,220,1
403,0,1
403,77,1
404,0,1
404,628,1
405,28,1
405,105,1
405,77,1
405,172,1
405,454,1
405,144,1
405,146,1
406,0,1
406,157,1
406,349,1
407,227,1
407,282,1
408,318,1
408,62,1
409,4,1
409,37,1
409,105,1
409,172,1
409,629,1
410,227,1
410,194,1
411,28,1
411,31,1
411,56,1
411,57,1
411,17,1
411,60,1
411,235,1
411,80,1
411,87,1
411,630,1
411,236,1
411,257,1
411,631,1
411,238,1
412,227,1
412,126,1
413,22,1
413,187,1
413,632,1
414,371,1
414,272,1
414,633,1
414,38,1
415,634,1
415,17,1
416,635,1
416,636,1
417,28,1
417,53,1
417,17,1
417,62,1
417,37,1
417,75,1
417,489,1
417,271,1
417,205,1
417,637,1
417,638,1
418,28,1
418,77,1
419,28,1
419,8,1
419,17,1
420,134,1
420,639,1
420,640,1
421,388,1
421,77,1
422,415,1
422,75,1
422,606,1
422,366,1
422,641,1
422,642,1
423,0,1
423,135,1
423,242,1
424,0,1
424,6,1
425,28,1
425,77,1
426,388,1
426,437,1
427,0,1
427,77,1
428,643,1
428,447,1
428,644,1
429,154,1
429,405,1
429,14,1
429,15,1
429,645,1
429,169,1
430,646,1
430,77,1
431,28,1
431,8,1
432,154,1
432,647,1
433,0,1
433,14,1
434,0,1
434,17,1
434,77,1
434,78,1
434,158,1
434,163,1
434,648,1
434,132,1
434,649,1
434,650,1
435,651,1
435,128,1
436,122,1
436,17,1
437,28,1
437,17,1
437,77,1
437,170,1
437,140,1
437,27,1
437,97,1
437,144,1
437,396,1
438,652,1
438,653,1
439,122,1
439,57,1
440,0,1
440,379,1
441,0,1
441,17,1
441,105,1
442,122,1
442,57,1
443,28,1
443,8,1
443,654,1
443,64,1
444,227,1
444,251,1
444,106,1
444,232,1
444,144,1
445,0,1
445,372,1
446,0,1
446,77,1
447,28,1
447,8,1
447,157,1
447,158,1
448,48,1
448,8,1
448,12,1
448,14,1
448,3,1
449,655,1
449,17,1
449,62,1
450,340,1
450,287,1
450,456,1
451,656,1
451,480,1
451,370,1
451,106,1
451,379,1
452,18,1
452,657,1
453,151,1
453,514,1
453,658,1
454,371,1
454,55,1
454,8,1
454,577,1
454,438,1
454,366,1
455,114,1
455,659,1
456,0,1
456,15,1
456,63,1
457,4,1
457,660,1
458,4,1
458,59,1
458,70,1
459,151,1
459,514,1
459,132,1
459,661,1
460,28,1
460,77,1
460,374,1
461,227,1
461,77,1
461,277,1
461,106,1
462,662,1
462,663,1
463,229,1
463,8,1
464,28,1
464,282,1
465,0,1
465,9,1
465,10,1
466,0,1
466,17,1
466,172,1
467,664,1
467,14,1
467,157,1
467,372,1
467,170,1
468,665,1
468,606,1
468,77,1
469,122,1
469,57,1
469,74,1
470,0,1
470,16,1
471,666,1
471,481,1
472,667,1
472,97,1
472,668,1
473,180,1
473,105,1
473,77,1
473,244,1
473,106,1
473,669,1
473,294,1
473,304,1
474,0,1
474,568,1
475,670,1
475,248,1
476,338,1
476,514,1
477,388,1
477,77,1
477,80,1
477,228,1
477,163,1
477,671,1
478,18,1
478,192,1
478,8,1
478,10,1
479,415,1
479,75,1
480,672,1
480,220,1
481,0,1
481,244,1
481,128,1
481,673,1
482,0,1
482,27,1
483,670,1
483,345,1
484,28,1
484,8,1
484,136,1
484,158,1
484,238,1
484,322,1
485,674,1
485,77,1
485,201,1
486,435,1
486,192,1
486,675,1
487,28,1
487,8,1
487,158,1
487,47,1
487,125,1
488,676,1
488,677,1
489,493,1
489,282,1
490,18,1
490,6,1
491,0,1
491,146,1
492,122,1
492,163,1
493,656,1
493,125,1
